,Number of axles,Tollplaza id,Tollplaza code
4792,4,4335,PC76935F9
4793,2,4684,PCA76178F
4794,2,4763,PCC62D342
4795,2,4766,PCE36658B
4796,2,4606,PC0C535B6
4797,2,4826,PCE1DDBB4
4798,2,4763,PCC62D342
4799,2,4924,PCE3427C5
4800,2,4411,PC3AA93E6
4801,2,4027,PCE7A4F34
4802,2,4228,PC4F78F1B
4803,2,4216,PC53B475D
4804,2,4667,PCD540B2F
4805,2,4301,PC540E129
4806,2,4838,PCEECD973
4807,2,4528,PC1269226
4808,2,4350,PCEDD7E85
4809,2,4244,PC9F3C86B
4810,2,4554,PC23BA77A
4811,2,4326,PC356AE8F
4812,4,4217,PC6E8D0F9
4813,2,4173,PC0EB640E
4814,2,4536,PCC6C5CFB
4815,4,4178,PC8417B09
4816,4,4260,PC1A4796C
4817,2,4720,PCDD23528
4818,2,4561,PCCE9B069
4819,2,4439,PC845CEA6
4820,2,4014,PCF14D1E3
4821,2,4952,PC64CF233
4822,2,4511,PCFBEFA9E
4823,2,4932,PC46C4A27
4824,2,4170,PC8CA1B15
4825,2,4032,PC578F087
4826,2,4730,PC7DC0964
4827,4,4535,PC1BC7FA5
4828,2,4064,PC0B32B5B
4829,2,4657,PCC591410
4830,2,4631,PCFFF6463
4831,2,4219,PC40E6113
4832,2,4802,PCBDD55F1
4833,2,4655,PCF9CAB22
4834,2,4130,PC9F22103
4835,4,4166,PCE450C55
4836,2,4886,PC4D892D7
4837,2,4514,PC374C341
4838,2,4542,PC3E57E3D
4839,2,4988,PC46BE0B2
4840,2,4259,PCBB65EF4
4841,2,4719,PCBD66B01
4842,2,4227,PCD8346A6
4843,2,4091,PC2E099B4
4844,2,4473,PC51FDD60
4845,4,4671,PCCAAFB48
4846,2,4016,PCCD7399B
4847,2,4541,PCC6A4CD8
4848,2,4284,PC0DB49FD
4849,2,4934,PC3ED26A2
4850,2,4468,PC040ADB3
4851,4,4051,PC3B970F2
4852,2,4306,PC5D6563A
4853,4,4731,PCFFC2992
4854,2,4405,PC70CA955
4855,2,5009,PC70886EC
4856,2,4181,PC4457F74
4857,2,4598,PC5526A36
4858,2,4597,PCBDB8BB6
4859,2,4121,PCEC57A8E
4860,2,4240,PC72FE04B
4861,2,4861,PC670F1AC
4862,4,4173,PC0EB640E
4863,4,4330,PCBD023A3
4864,4,4846,PCBABD060
4865,4,4415,PC5E202FC
4866,2,4515,PC6A1B37B
4867,2,4680,PCC422F4D
4868,4,4282,PCCE002E5
4869,4,4416,PC546F252
4870,2,4881,PCDE20E6F
4871,4,4822,PCD1EB220
4872,4,4862,PC3BDDA71
4873,2,4225,PCC1ED0C5
4874,2,4020,PC2265FB3
4875,2,4606,PC0C535B6
4876,4,4874,PC9F481D4
4877,4,4465,PCA227C6B
4878,2,4089,PC3CCA187
4879,2,4074,PCCAFD014
4880,2,4120,PC6700C62
4881,2,4008,PC5680D80
4882,4,4566,PC637A425
4883,2,4789,PCBE8B2AB
4884,2,4698,PC8BCEB19
4885,2,4558,PC575F591
4886,2,4803,PC2BBEEDC
4887,2,4663,PCA7178EC
4888,2,4545,PC419B1CB
4889,4,4659,PC5549650
4890,2,4791,PC517992F
4891,2,4811,PCBF83C7A
4892,2,4197,PCE32ED40
4893,2,4336,PCD30AB50
4894,4,4244,PC9F3C86B
4895,2,4538,PCDE5402C
4896,2,4491,PCA52F720
4897,2,4604,PC0553E32
4898,4,4690,PC45CC19A
4899,4,4418,PCF6EECB2
4900,2,4906,PC3D58C5E
4901,2,4525,PCF64B519
4902,2,4193,PC0282AE7
4903,2,4029,PCE319335
4904,2,4228,PC4F78F1B
4905,2,4145,PC5FBE4B8
4906,2,4526,PCCB07C68
4907,2,4381,PC9DD9DCD
4908,2,4117,PCEB6517A
4909,2,4996,PC6A4F55F
4910,4,4729,PC5170BF4
4911,2,4226,PCDC5C9E2
4912,4,4091,PC2E099B4
4913,2,4747,PC5E524A1
4914,2,4828,PCF712D1A
4915,2,4944,PC41EEC34
4916,2,4033,PC783B5FC
4917,4,4384,PC59A33DE
4918,2,4657,PCC591410
4919,2,4335,PC76935F9
4920,4,4510,PC652EEF2
4921,2,4467,PCF5E0389
4922,4,4383,PC4BFE950
4923,2,4160,PC6DC0ACF
4924,4,4968,PC251D4C1
4925,2,4043,PC134F258
4926,2,4460,PCDF04952
4927,2,4770,PC9082A17
4928,4,4765,PC795A0A3
4929,2,4900,PCFE8B604
4930,2,4087,PC2C1DA2A
4931,2,4645,PC14FBE4A
4932,2,4039,PC73BE1E2
4933,4,4704,PC47FBB07
4934,2,4555,PC06A0237
4935,2,4931,PC3D30AD0
4936,2,4988,PC46BE0B2
4937,2,4888,PC46C55B4
4938,2,4051,PC3B970F2
4939,2,4682,PCBB02F92
4940,2,4096,PCFA4F864
4941,2,4140,PC5D4821F
4942,4,4832,PC34ECAB5
4943,2,4740,PC04EDDB4
4944,2,4241,PC7241796
4945,2,4729,PC5170BF4
4946,2,4105,PC43919D1
4947,2,4677,PCA9D6EEE
4948,4,4226,PCDC5C9E2
4949,2,4309,PC5E92F61
4950,2,4363,PC62E1338
4951,2,4428,PCB616FAD
4952,2,4552,PC05BD3DF
4953,4,4410,PC6EFC03B
4954,4,4935,PC327D635
4955,2,4507,PC11DCA73
4956,4,4902,PC425C6EC
4957,2,4061,PC3A63A79
4958,2,4524,PCF8BB245
4959,4,4766,PCE36658B
4960,2,4439,PC845CEA6
4961,2,4101,PCCC8F243
4962,2,4394,PCD3A817A
4963,2,4763,PCC62D342
4964,2,4580,PC48664B7
4965,2,4298,PC3E474F6
4966,2,4741,PC85A4D4B
4967,4,4839,PCA0290AD
4968,2,4014,PCF14D1E3
4969,2,4399,PCCA288FE
4970,4,4117,PCEB6517A
4971,2,4477,PCA857A23
4972,2,4270,PC8F72158
4973,2,4991,PC5B5C16D
4974,4,4693,PCB4CDDA5
4975,4,4250,PCC695DB0
4976,2,4498,PCA770E5A
4977,2,4182,PC5EBB0FA
4978,2,4251,PCB30E45F
4979,2,4477,PCA857A23
4980,4,4833,PC71A1452
4981,2,4267,PCE51C5C7
4982,4,4848,PCF0FC9B2
4983,2,4832,PC34ECAB5
4984,4,4599,PC800C92D
4985,2,4144,PCAC7E4C1
4986,2,4534,PCAD9E1F9
4987,2,4277,PC010D2A9
4988,4,4079,PCF1366ED
4989,2,4115,PCF5D4B0A
4990,2,4645,PC14FBE4A
4991,2,4551,PCCA5979C
4992,2,4840,PC49BFB36
4993,2,4813,PCACF7982
4994,2,4290,PC84E8CEF
4995,2,4608,PCACD1BEE
4996,2,4105,PC43919D1
4997,4,4704,PC47FBB07
4998,4,4008,PC5680D80
4999,4,4923,PC8A7A22A
5000,2,4439,PC845CEA6
5001,2,4508,PC385C6E7
5002,4,4827,PC7D68CD9
5003,2,4605,PCEB27C63
5004,2,4688,PCCB4C86D
5005,4,4556,PC18C31F6
5006,2,4954,PCA276EBB
5007,2,4422,PCF514246
5008,2,4287,PC421D5F3
5009,2,4595,PC64281F6
5010,2,4359,PCB27CFF1
5011,2,4433,PC1DEB043
5012,2,4539,PC684859B
5013,2,4507,PC11DCA73
5014,4,4241,PC7241796
5015,2,4847,PCD546332
5016,2,4863,PCA8F9E50
5017,2,4464,PC7C8FDDB
5018,2,4841,PCE45DE8D
5019,2,4209,PC494D54E
5020,2,4818,PCF243BF3
5021,2,4903,PCC3BCE65
5022,2,4379,PC87C8BC4
5023,2,4124,PC3338D42
5024,4,4263,PCD6DBA1D
5025,2,4738,PC06E9A80
5026,2,4510,PC652EEF2
5027,2,4650,PC544AE70
5028,2,4057,PC4B0DCD2
5029,2,4893,PC3743587
5030,2,4015,PC524833E
5031,2,4436,PC0CF9451
5032,2,4901,PCE32D2F9
5033,2,4885,PC5083F35
5034,4,4657,PCC591410
5035,2,4827,PC7D68CD9
5036,2,4556,PC18C31F6
5037,2,4191,PCCC28F87
5038,2,4633,PC974552B
5039,2,4514,PC374C341
5040,4,4743,PCE6EEF2E
5041,2,4153,PC88C655C
5042,2,4905,PCE1EA438
5043,2,4471,PC7E4F42A
5044,2,4783,PC9889263
5045,2,4738,PC06E9A80
5046,2,4126,PC74CE451
5047,2,4190,PCDFC1E11
5048,2,4375,PCAE085FE
5049,2,4401,PC0606D6A
5050,2,4150,PCC8441A8
5051,2,4812,PC22D9C6D
5052,2,4241,PC7241796
5053,2,4473,PC51FDD60
5054,2,4506,PCB24B68E
5055,2,4643,PC6713209
5056,2,4167,PC8453073
5057,2,4391,PCCFD9AB6
5058,4,4003,PC83F544D
5059,2,4389,PC7688C61
5060,2,4678,PCD175301
5061,2,4901,PCE32D2F9
5062,2,4718,PC81E83B9
5063,2,4531,PC857F4A0
5064,2,4379,PC87C8BC4
5065,2,4819,PC454F09B
5066,2,4554,PC23BA77A
5067,2,4283,PC953B572
5068,2,4633,PC974552B
5069,2,4476,PC439FA2D
5070,4,4846,PCBABD060
5071,2,4736,PC6A65941
5072,2,4659,PC5549650
5073,2,4528,PC1269226
5074,2,4762,PC1A3D20B
5075,2,4546,PCEF3EBBC
5076,2,4965,PCA0BAE0F
5077,2,4005,PCB3DF742
5078,2,4138,PC79E328A
5079,2,4321,PC591BDF7
5080,2,4532,PC8DD921E
5081,4,4047,PC6D105CF
5082,2,4123,PCDE850D8
5083,2,4980,PCBD5C822
5084,2,4698,PC8BCEB19
5085,4,4189,PC7655FC1
5086,2,4352,PC99B9343
5087,4,4000,PC69C7DF3
5088,2,4760,PC161AC8D
5089,2,4399,PCCA288FE
5090,2,4900,PCFE8B604
5091,2,4015,PC524833E
5092,2,4872,PC5B45CE7
5093,2,4905,PCE1EA438
5094,2,4980,PCBD5C822
5095,2,4250,PCC695DB0
5096,4,4668,PCBB055C6
5097,2,4449,PCAACD453
5098,2,4739,PC07289CF
5099,2,4560,PC5030572
5100,4,4175,PC08EA270
5101,4,4950,PC4F71E72
5102,2,4520,PC8140983
5103,2,4448,PC19F3DBB
5104,2,4051,PC3B970F2
5105,4,4723,PC20BD6E6
5106,2,4500,PC548BDC0
5107,2,4644,PC411FDC0
5108,2,4654,PCBA5D8AB
5109,2,4557,PC6C80A46
5110,4,4151,PC0AB2B55
5111,2,4105,PC43919D1
5112,2,4979,PC6F36B7A
5113,4,4187,PCF8D98DC
5114,4,4117,PCEB6517A
5115,2,4499,PC1EEDA04
5116,2,4585,PCF3AE602
5117,4,4208,PC1E49F6B
5118,2,4212,PC422A6D1
5119,2,4078,PC8473A64
5120,2,4146,PCF91266E
5121,2,5010,PC028872C
5122,2,4859,PC685B3B1
5123,2,4508,PC385C6E7
5124,2,4192,PC74F6341
5125,2,4032,PC578F087
5126,4,4162,PC51A39A7
5127,2,4297,PCDE89544
5128,2,4818,PCF243BF3
5129,2,4966,PC4E6422C
5130,2,4480,PC9A343F9
5131,2,4419,PC99BB7A3
5132,4,4089,PC3CCA187
5133,2,4120,PC6700C62
5134,2,4096,PCFA4F864
5135,2,4967,PC2AFCB31
5136,2,4397,PCB070250
5137,4,4937,PCD30D908
5138,2,4112,PCEA652A8
5139,2,4728,PC07BF95F
5140,4,4817,PCFF02057
5141,2,4959,PC4A7B00C
5142,2,4954,PCA276EBB
5143,2,4333,PCCCAD2AC
5144,2,4007,PCDF9F773
5145,4,4988,PC46BE0B2
5146,2,5006,PC7A260F1
5147,2,4326,PC356AE8F
5148,2,4693,PCB4CDDA5
5149,2,4879,PCC90A061
5150,2,4572,PCC9756B2
5151,2,4317,PC0DC6CAB
5152,2,4467,PCF5E0389
5153,4,4151,PC0AB2B55
5154,2,4456,PC8DFF744
5155,2,4496,PC3FD65C8
5156,2,4428,PCB616FAD
5157,4,4815,PC19C02F1
5158,2,4798,PC17F8052
5159,2,4998,PCD9C5406
5160,4,4030,PCA8A9AA8
5161,2,4579,PC926F0A9
5162,2,4242,PCECC4DE2
5163,2,4970,PCA154C84
5164,2,4575,PC84D9FC1
5165,2,4434,PCA491459
5166,4,4419,PC99BB7A3
5167,4,4016,PCCD7399B
5168,2,4914,PC2F353E1
5169,2,4072,PC69F3F14
5170,4,4448,PC19F3DBB
5171,2,4640,PCC993FB3
5172,2,4356,PCF1979AE
5173,2,5000,PCFE7F7FE
5174,2,4949,PC86E9EB7
5175,2,4590,PC912F5CB
5176,2,4704,PC47FBB07
5177,2,4998,PCD9C5406
5178,4,4081,PCC825DB2
5179,4,4451,PCF95BF53
5180,2,4782,PC6802C08
5181,2,4854,PCB6F1968
5182,4,4724,PC3DE08BF
5183,2,4815,PC19C02F1
5184,4,4903,PCC3BCE65
5185,2,4774,PCEBE834B
5186,2,4742,PC05B8749
5187,2,4264,PC9DFEBB0
5188,2,4693,PCB4CDDA5
5189,2,4391,PCCFD9AB6
5190,2,4787,PC1BDA119
5191,2,4339,PCDE1D204
5192,2,4622,PCF31BD97
5193,2,4941,PCA6403C1
5194,4,4118,PCC1A733C
5195,2,4433,PC1DEB043
5196,2,4244,PC9F3C86B
5197,2,4557,PC6C80A46
5198,2,4921,PCA70760B
5199,2,4609,PC1551C8E
5200,2,4419,PC99BB7A3
5201,2,4330,PCBD023A3
5202,2,4933,PC419F41D
5203,2,4948,PCBA2D075
5204,2,4628,PC34C1DCB
5205,2,4450,PC0B2B03E
5206,2,4228,PC4F78F1B
5207,2,4701,PCD5F2808
5208,2,4765,PC795A0A3
5209,2,4800,PCA4DF48A
5210,2,4119,PC9EBEDB5
5211,2,4955,PCE36723C
5212,2,4172,PC1A43FB7
5213,2,4145,PC5FBE4B8
5214,2,5010,PC028872C
5215,4,4999,PCE976BA1
5216,4,4170,PC8CA1B15
5217,4,4024,PC91E3A87
5218,2,4696,PC35509AB
5219,2,4921,PCA70760B
5220,2,4727,PC52E71B8
5221,2,4832,PC34ECAB5
5222,4,4685,PC5D33C18
5223,2,4090,PC1EE951B
5224,4,4053,PC5F1CD83
5225,2,4276,PC4E15B39
5226,2,4724,PC3DE08BF
5227,2,4603,PC485BE5B
5228,2,4656,PC63844BC
5229,2,4443,PCC139BD8
5230,4,4369,PCD5CBB82
5231,4,4639,PC879E7AB
5232,2,4628,PC34C1DCB
5233,2,4502,PCB2CC82C
5234,2,4424,PC51E7EF8
5235,2,4380,PC905B5D4
5236,4,4991,PC5B5C16D
5237,2,4771,PC71FE98A
5238,2,4910,PC75BC2DF
5239,2,4510,PC652EEF2
5240,2,4242,PCECC4DE2
5241,2,4696,PC35509AB
5242,2,4149,PC99F9ABD
5243,4,4833,PC71A1452
5244,2,4677,PCA9D6EEE
5245,2,4768,PC7BEFC3B
5246,2,4663,PCA7178EC
5247,2,4704,PC47FBB07
5248,2,4215,PC4C76F48
5249,4,4990,PCFE28E92
5250,4,4184,PC43A5E42
5251,2,4692,PC1CDFCF6
5252,2,4367,PC8D90EF0
5253,4,4117,PCEB6517A
5254,2,4054,PC7E79FA0
5255,2,4879,PCC90A061
5256,2,4513,PC52F533C
5257,2,4652,PC74A3585
5258,2,4473,PC51FDD60
5259,2,4451,PCF95BF53
5260,2,4247,PCEE69498
5261,2,4480,PC9A343F9
5262,2,4783,PC9889263
5263,4,4496,PC3FD65C8
5264,2,4160,PC6DC0ACF
5265,2,4680,PCC422F4D
5266,4,4731,PCFFC2992
5267,2,4525,PCF64B519
5268,4,4144,PCAC7E4C1
5269,2,4918,PC8F8E598
5270,2,4671,PCCAAFB48
5271,2,4601,PCC932802
5272,2,4283,PC953B572
5273,2,4843,PC400DFFE
5274,2,4231,PC016D687
5275,2,4198,PCB0994D1
5276,4,4378,PC074E6A8
5277,2,4322,PC262D624
5278,2,4062,PCDA37101
5279,2,4359,PCB27CFF1
5280,2,4124,PC3338D42
5281,2,4071,PCDBBCB68
5282,2,4640,PCC993FB3
5283,2,4489,PCEFF6088
5284,2,4262,PCCB12F8C
5285,2,4333,PCCCAD2AC
5286,2,4355,PC0EF761B
5287,2,4188,PCDB12C82
5288,2,4984,PCBABF130
5289,2,4054,PC7E79FA0
5290,2,4064,PC0B32B5B
5291,2,4937,PCD30D908
5292,2,4364,PCB33ACE8
5293,2,4928,PC16E79D4
5294,2,4105,PC43919D1
5295,2,4329,PCF9CCB5A
5296,2,4709,PCC8C7059
5297,2,4556,PC18C31F6
5298,2,4127,PCA2D76A5
5299,2,4605,PCEB27C63
5300,2,4216,PC53B475D
5301,2,4379,PC87C8BC4
5302,2,4881,PCDE20E6F
5303,2,4954,PCA276EBB
5304,2,4585,PCF3AE602
5305,2,4339,PCDE1D204
5306,2,4621,PC9FB4E82
5307,2,4444,PC4D84BFC
5308,2,4053,PC5F1CD83
5309,2,4937,PCD30D908
5310,2,4626,PC93E7766
5311,2,4247,PCEE69498
5312,2,4926,PCCBCFEDE
5313,2,4099,PC97F19B1
5314,2,4101,PCCC8F243
5315,4,4854,PCB6F1968
5316,4,4042,PC5D4DE09
5317,4,4242,PCECC4DE2
5318,4,4122,PC8ED616E
5319,2,4624,PCDF73A3C
5320,2,4075,PC2125618
5321,2,4218,PC8DF4919
5322,2,4828,PCF712D1A
5323,2,4456,PC8DFF744
5324,4,4508,PC385C6E7
5325,2,4729,PC5170BF4
5326,2,4148,PCDFBBEBB
5327,2,4877,PC155D90A
5328,4,4053,PC5F1CD83
5329,2,4271,PC28E44E2
5330,2,4415,PC5E202FC
5331,4,4217,PC6E8D0F9
5332,4,4420,PCFDB2950
5333,2,4978,PCF0B5E85
5334,4,4964,PC52C0F45
5335,2,4497,PC76FDDEA
5336,2,4002,PCED7D2DE
5337,4,4039,PC73BE1E2
5338,2,4518,PCC7B407A
5339,2,4151,PC0AB2B55
5340,2,4450,PC0B2B03E
5341,4,4273,PC0EF5BA6
5342,2,4777,PCB1132AC
5343,4,4269,PCC7106FF
5344,2,4772,PC7368097
5345,2,4092,PC40C2E00
5346,2,4283,PC953B572
5347,2,4711,PC340B4DE
5348,2,4776,PC6906524
5349,2,4835,PC4645718
5350,2,4952,PC64CF233
5351,2,4065,PC3B514E2
5352,2,4324,PC9C3D708
5353,2,4960,PC6A1BCA4
5354,2,4422,PCF514246
5355,2,4409,PC44E2F09
5356,2,4960,PC6A1BCA4
5357,2,4920,PC42A3AB0
5358,2,4039,PC73BE1E2
5359,2,4788,PC00AE965
5360,2,4687,PC52E7369
5361,2,4195,PC308070B
5362,2,4311,PC7F02ED3
5363,2,4990,PCFE28E92
5364,2,4476,PC439FA2D
5365,2,4917,PCD8C66B1
5366,2,4255,PCB7E7138
5367,2,4579,PC926F0A9
5368,2,4423,PCF9F4940
5369,2,4844,PCC48E3A8
5370,4,4834,PCB228987
5371,2,4474,PCFEAE55E
5372,2,4957,PC8DFFE65
5373,4,4664,PC52D063A
5374,2,4053,PC5F1CD83
5375,2,4372,PC1E0F3B6
5376,2,4298,PC3E474F6
5377,2,4408,PC3B3BE8F
5378,2,4054,PC7E79FA0
5379,4,4564,PC29D136F
5380,4,4805,PC1A161AA
5381,4,4151,PC0AB2B55
5382,2,4060,PC481C9F9
5383,2,4456,PC8DFF744
5384,2,4459,PCD9CAD56
5385,2,4809,PCAD363FC
5386,2,4117,PCEB6517A
5387,4,4060,PC481C9F9
5388,2,4650,PC544AE70
5389,2,4127,PCA2D76A5
5390,2,4812,PC22D9C6D
5391,4,4941,PCA6403C1
5392,4,4784,PCDB42B34
5393,2,4906,PC3D58C5E
5394,2,4354,PC0671DD4
5395,2,4744,PC78EF0B5
5396,2,4617,PC7758F89
5397,4,4852,PC68969FB
5398,4,4140,PC5D4821F
5399,2,4079,PCF1366ED
5400,4,4239,PCA185B1A
5401,2,4202,PC65AA714
5402,4,4479,PCCA36E4D
5403,2,5001,PC264C595
5404,4,4911,PCBEF8EE1
5405,2,4004,PCB278A8B
5406,4,4898,PC0AE9E1B
5407,2,4872,PC5B45CE7
5408,2,4741,PC85A4D4B
5409,2,4744,PC78EF0B5
5410,2,4003,PC83F544D
5411,2,4598,PC5526A36
5412,4,4774,PCEBE834B
5413,2,4179,PC5738A82
5414,2,4093,PC951FE7E
5415,2,4872,PC5B45CE7
5416,4,4804,PC68484C6
5417,2,4233,PC57279D0
5418,2,4753,PC6AA246E
5419,2,4861,PC670F1AC
5420,4,4860,PCF4A2DA9
5421,2,4400,PC3BD7D63
5422,2,4205,PC85DD257
5423,4,4079,PCF1366ED
5424,4,4995,PCBE6ABE5
5425,2,4433,PC1DEB043
5426,2,4611,PC2EBEAB9
5427,2,4612,PC871C1FC
5428,2,4825,PC8B8C482
5429,2,4688,PCCB4C86D
5430,2,4928,PC16E79D4
5431,4,4711,PC340B4DE
5432,4,4275,PC1DA31F7
5433,2,4452,PC8C7C5D7
5434,2,4868,PC647292C
5435,2,4949,PC86E9EB7
5436,2,4225,PCC1ED0C5
5437,2,4780,PC0A717C4
5438,2,4788,PC00AE965
5439,2,4047,PC6D105CF
5440,2,4121,PCEC57A8E
5441,4,4703,PC395ADCB
5442,2,4124,PC3338D42
5443,2,4613,PCEBBFFB5
5444,2,4537,PC10C700F
5445,2,4908,PC3D16FC5
5446,2,4993,PC0F0AB4E
5447,4,4024,PC91E3A87
5448,2,4062,PCDA37101
5449,2,4497,PC76FDDEA
5450,2,4722,PC035B71E
5451,2,4245,PC6594AD4
5452,2,4713,PCD4A1214
5453,2,4894,PCDADB8C6
5454,2,4013,PCE5BA2CE
5455,2,4588,PC3172195
5456,2,4769,PC10C50DC
5457,4,4309,PC5E92F61
5458,2,4711,PC340B4DE
5459,2,4469,PC120EEFD
5460,2,4219,PC40E6113
5461,4,4606,PC0C535B6
5462,2,4044,PC3546931
5463,2,4650,PC544AE70
5464,2,4659,PC5549650
5465,4,4885,PC5083F35
5466,2,4268,PC6CC51DA
5467,2,4181,PC4457F74
5468,4,4184,PC43A5E42
5469,2,4558,PC575F591
5470,4,4946,PCCF18BAF
5471,2,4534,PCAD9E1F9
5472,2,4694,PCBCF42C2
5473,2,4510,PC652EEF2
5474,2,4352,PC99B9343
5475,2,4309,PC5E92F61
5476,4,4134,PC767BBB2
5477,2,4972,PCC51AD39
5478,4,4063,PC7667A3E
5479,2,4433,PC1DEB043
5480,2,4575,PC84D9FC1
5481,4,4863,PCA8F9E50
5482,2,4614,PC08910B7
5483,2,4261,PC84FFC9D
5484,2,4992,PCFF0FEB0
5485,2,4970,PCA154C84
5486,2,4711,PC340B4DE
5487,2,4124,PC3338D42
5488,2,4006,PCD8D05D7
5489,4,4836,PCE78024A
5490,2,4472,PC303DD56
5491,2,4677,PCA9D6EEE
5492,2,4101,PCCC8F243
5493,4,4587,PC576A3BA
5494,2,4255,PCB7E7138
5495,2,4959,PC4A7B00C
5496,4,4253,PC82A16E6
5497,2,4933,PC419F41D
5498,4,4292,PCF733A7C
5499,2,4939,PCF263A5E
5500,2,4314,PC7E9E8F3
5501,2,4964,PC52C0F45
5502,4,4442,PC05C2F86
5503,2,4460,PCDF04952
5504,2,4810,PC2CA4087
5505,2,4094,PC53A52CB
5506,2,4228,PC4F78F1B
5507,2,4382,PCB7341F4
5508,2,4989,PC7D7AE48
5509,2,4657,PCC591410
5510,4,4209,PC494D54E
5511,2,4367,PC8D90EF0
5512,4,4189,PC7655FC1
5513,2,4802,PCBDD55F1
5514,2,4608,PCACD1BEE
5515,2,4932,PC46C4A27
5516,2,4074,PCCAFD014
5517,4,4657,PCC591410
5518,2,4922,PC785D63F
5519,2,4057,PC4B0DCD2
5520,2,4512,PC4B1BAF3
5521,4,4302,PCBA83119
5522,2,4861,PC670F1AC
5523,4,4601,PCC932802
5524,4,4531,PC857F4A0
5525,4,4774,PCEBE834B
5526,2,4918,PC8F8E598
5527,2,4950,PC4F71E72
5528,2,4641,PCAA9F518
5529,4,4726,PCF6540C0
5530,4,4501,PC5D41947
5531,4,4573,PC4D8469D
5532,2,4747,PC5E524A1
5533,4,4186,PC922BA3E
5534,4,4596,PC6558A56
5535,2,4973,PC9C7C18E
5536,4,4253,PC82A16E6
5537,2,4371,PC7E22FD8
5538,2,4997,PC8111910
5539,4,4260,PC1A4796C
5540,2,4079,PCF1366ED
5541,2,4726,PCF6540C0
5542,2,4001,PC58105BF
5543,2,4276,PC4E15B39
5544,2,4631,PCFFF6463
5545,2,4527,PC59A0CB2
5546,2,4596,PC6558A56
5547,2,4987,PCF4A9637
5548,2,4681,PCBEB4D23
5549,2,4575,PC84D9FC1
5550,2,4385,PC148C815
5551,2,4825,PC8B8C482
5552,2,4595,PC64281F6
5553,2,4306,PC5D6563A
5554,2,4147,PC4D2C5A7
5555,4,4253,PC82A16E6
5556,2,4770,PC9082A17
5557,2,4474,PCFEAE55E
5558,2,4982,PC384779E
5559,4,4833,PC71A1452
5560,2,4531,PC857F4A0
5561,2,4628,PC34C1DCB
5562,2,4891,PC57036DA
5563,2,4938,PC6C57ED3
5564,2,4059,PC06E8A1C
5565,4,4300,PC666483B
5566,2,4295,PCD483999
5567,2,4037,PC0A50259
5568,4,4429,PC65E7991
5569,4,4102,PC8C9B099
5570,2,4949,PC86E9EB7
5571,2,4903,PCC3BCE65
5572,4,4701,PCD5F2808
5573,2,4199,PC7CCC47B
5574,2,4948,PCBA2D075
5575,2,4016,PCCD7399B
5576,4,4211,PC0AB9251
5577,2,4535,PC1BC7FA5
5578,2,4293,PC2A27502
5579,2,4136,PCA579A65
5580,2,4732,PCD83DE25
5581,2,4787,PC1BDA119
5582,2,4775,PCA50FB36
5583,2,4539,PC684859B
5584,4,4818,PCF243BF3
5585,2,4662,PCB2463CF
5586,4,4555,PC06A0237
5587,4,4917,PCD8C66B1
5588,2,4223,PCA37D114
5589,2,4368,PC909A324
5590,2,4176,PC11E9595
5591,4,4062,PCDA37101
5592,2,4784,PCDB42B34
5593,2,4852,PC68969FB
5594,2,4824,PCFEADFE6
5595,2,4437,PCBE6CB59
5596,2,4633,PC974552B
5597,2,4825,PC8B8C482
5598,2,4646,PC3F8C42B
5599,2,4381,PC9DD9DCD
5600,2,4893,PC3743587
5601,2,4298,PC3E474F6
5602,2,4376,PCA283923
5603,2,4097,PCB1B5BEC
5604,4,4507,PC11DCA73
5605,2,4979,PC6F36B7A
5606,2,4528,PC1269226
5607,2,4098,PC89C0554
5608,2,4382,PCB7341F4
5609,2,4162,PC51A39A7
5610,2,4841,PCE45DE8D
5611,2,4532,PC8DD921E
5612,4,4593,PC3863F6A
5613,2,4039,PC73BE1E2
5614,2,4235,PCFB11406
5615,2,4451,PCF95BF53
5616,4,4736,PC6A65941
5617,4,4806,PC8A8EA51
5618,2,4391,PCCFD9AB6
5619,2,4368,PC909A324
5620,4,4120,PC6700C62
5621,4,4181,PC4457F74
5622,2,4923,PC8A7A22A
5623,4,4201,PC0E22DEA
5624,2,4679,PC88494D0
5625,2,4202,PC65AA714
5626,2,4880,PC5A27CDE
5627,2,4373,PC8806694
5628,2,4656,PC63844BC
5629,2,4935,PC327D635
5630,4,4431,PC3A23C14
5631,2,4286,PC12BE494
5632,2,4174,PC041D874
5633,2,4719,PCBD66B01
5634,2,4669,PC36675CE
5635,2,4771,PC71FE98A
5636,2,4221,PC90AAFDA
5637,4,4869,PCF775FA6
5638,4,4941,PCA6403C1
5639,4,4975,PC818101A
5640,2,4127,PCA2D76A5
5641,4,4977,PCB077F18
5642,2,4782,PC6802C08
5643,2,4172,PC1A43FB7
5644,2,4747,PC5E524A1
5645,2,4057,PC4B0DCD2
5646,2,4554,PC23BA77A
5647,2,4534,PCAD9E1F9
5648,2,4581,PCC347465
5649,4,4644,PC411FDC0
5650,2,4646,PC3F8C42B
5651,2,4754,PC99AE725
5652,2,4144,PCAC7E4C1
5653,2,4137,PC4FA703F
5654,2,4361,PC2E0C888
5655,2,4900,PCFE8B604
5656,2,4755,PC628DCED
5657,2,4173,PC0EB640E
5658,2,4775,PCA50FB36
5659,2,4404,PCE03E8B1
5660,2,4884,PC3FB1BB6
5661,2,4786,PCB7F1F8A
5662,2,4086,PC23E470D
